epoch,accuracy,learning_rate,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
0,0.33281299471855164,0.0010000000474974513,1.8587275743484497,0.3317275643348694,0.21337579190731049,2.5406129360198975,0.11945401132106781
1,0.5298157930374146,0.0010000000474974513,1.300136685371399,0.5291792154312134,0.44745221734046936,1.6348706483840942,0.39285165071487427
2,0.6211364269256592,0.0010000000474974513,1.031758427619934,0.6208318471908569,0.7133758068084717,0.7967804074287415,0.7191296815872192
3,0.6715579032897949,0.0010000000474974513,0.9010874032974243,0.6713405251502991,0.7595541477203369,0.69614177942276,0.7649974822998047
4,0.6879488229751587,0.0010000000474974513,0.8269729614257812,0.6877091526985168,0.7420381903648376,0.7094643712043762,0.7432805299758911
5,0.7158913612365723,0.0010000000474974513,0.7648094892501831,0.7156206965446472,0.7611464858055115,0.6588870286941528,0.7661610245704651
6,0.736809253692627,0.0010000000474974513,0.7138857841491699,0.7365584373474121,0.7850318551063538,0.577586829662323,0.7895386815071106
7,0.748673141002655,0.0010000000474974513,0.6811433434486389,0.7485687136650085,0.7770700454711914,0.6029071807861328,0.780035674571991
8,0.769434928894043,0.0010000000474974513,0.6294384598731995,0.7693625688552856,0.7165604829788208,0.8478413224220276,0.7421467900276184
9,0.7724008560180664,0.0010000000474974513,0.6043992638587952,0.7723223567008972,0.7786624431610107,0.5916798710823059,0.7809938788414001
10,0.7942553758621216,0.0010000000474974513,0.5703784823417664,0.7941409945487976,0.7866241931915283,0.54184889793396,0.7868197560310364
11,0.7931626439094543,0.0010000000474974513,0.5512493252754211,0.7931845784187317,0.7659235596656799,0.5980370044708252,0.7642704844474792
12,0.8025288581848145,0.0010000000474974513,0.5247107148170471,0.8023146986961365,0.7707006335258484,0.6887111663818359,0.7800013422966003
13,0.8145488500595093,0.0010000000474974513,0.49917107820510864,0.8145100474357605,0.7929936051368713,0.5330877900123596,0.7947553992271423
14,0.8253200054168701,0.0010000000474974513,0.46917083859443665,0.825253963470459,0.7754777073860168,0.6318656802177429,0.7753762006759644
15,0.8376522064208984,0.0010000000474974513,0.43717101216316223,0.8376412391662598,0.8232483863830566,0.5280481576919556,0.8255036473274231
16,0.8490477800369263,0.0010000000474974513,0.41565215587615967,0.849003791809082,0.7818471193313599,0.6244897246360779,0.7894936800003052
17,0.8546674847602844,0.0010000000474974513,0.39665839076042175,0.8546170592308044,0.8041401505470276,0.5587601661682129,0.80527263879776
18,0.8634092807769775,0.0010000000474974513,0.37605899572372437,0.8634692430496216,0.8057324886322021,0.7101556062698364,0.8127813339233398
19,0.8641898036003113,0.0010000000474974513,0.36340007185935974,0.8642529845237732,0.8168789744377136,0.6686021089553833,0.8190914988517761
20,0.8732438087463379,0.0010000000474974513,0.3445829153060913,0.8733243942260742,0.8168789744377136,0.5831766128540039,0.8194535374641418
21,0.8799563050270081,0.0010000000474974513,0.3183942139148712,0.8800004124641418,0.7929936051368713,0.6846242547035217,0.8003361821174622
22,0.8901030421257019,0.0010000000474974513,0.30285194516181946,0.8901841044425964,0.7898089289665222,0.6329808831214905,0.7976382374763489
